file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
DH_5_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_5_MFA__hybrid_optuna_099,3,True,13826.217191324087,14,11.338499064307957,0.4213769828948795,ok,True
DH_5_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_5_MFA__hybrid_optuna_099,3,True,12303.958135353372,14,11.87487509796084,0.3686225109726103,ok,True
DH_6_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_6_MFA__hybrid_optuna_089,3,True,13553.674519156248,14,2.423326642890294,0.4285714285714285,ok,True
DH_6_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_6_MFA__hybrid_optuna_089,3,True,14319.177195075928,15,3.591771412273485,0.388690208105406,ok,True
DH_6_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_6_MFA__hybrid_optuna_089,3,True,13346.778950724569,14,5.001452194290918,0.4036847416144945,ok,True
DH_6_MFA,DH,MFA,leave_one_out,4,"1,2,3,5,6",DH_6_MFA__hybrid_optuna_089,3,True,12806.79597357699,15,5.921510219525692,0.3905640443253642,ok,True
DH_6_MFA,DH,MFA,leave_one_out,5,"1,2,3,4,6",DH_6_MFA__hybrid_optuna_089,3,True,15508.490612295336,9,8.247250522416369,0.4285714285714285,ok,True
DH_6_MFA,DH,MFA,leave_one_out,6,"1,2,3,4,5",DH_6_MFA__hybrid_optuna_089,3,True,13038.592925835585,9,9.314803959674608,0.3850906274604689,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_1_MFA_BA__hybrid_pre_07,3,True,1.86599200033239e+21,2,4.357263712788964,0.4881788992059235,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_1_MFA_BA__hybrid_pre_07,3,True,7.51161444305237e+22,2,6.485296892050631,0.4881788993464049,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_1_MFA_BA__hybrid_pre_07,3,True,6.776457418581141e+22,2,8.433043417131104,0.5,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_1_MFA_BA__hybrid_pre_07,3,True,4.011760743646452e+22,2,10.261539822557989,0.5,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_1_MFA_BA__hybrid_pre_07,3,True,8.82230371569101e+21,3,12.238916368295133,0.5378378626820505,ok,True
DH_1_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_1_MFA_BA__hybrid_pre_07,3,True,6.458866518178022e+20,3,13.966181375108492,0.4872103332121867,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_2_MFA_BA__hybrid_pre_07,3,True,1.8659920003946795e+21,2,1.7108284809821663,0.4881788992059235,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_2_MFA_BA__hybrid_pre_07,3,True,7.511614443108763e+22,2,2.852308248469273,0.4881788993464049,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_2_MFA_BA__hybrid_pre_07,3,True,6.77645741875729e+22,2,4.03660532807423,0.5,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_2_MFA_BA__hybrid_pre_07,3,True,4.011760743697153e+22,2,5.361875387954626,0.5,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_2_MFA_BA__hybrid_pre_07,3,True,8.822303716056847e+21,3,6.718724453376792,0.5378378626820505,ok,True
DH_2_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_2_MFA_BA__hybrid_pre_07,3,True,6.458866519970661e+20,3,7.99355641382472,0.4872103332121867,ok,True
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_3_MFA_BA__hybrid_optuna_084,3,True,1.0996733805621248e+19,3,1.3684522934646133,0.4975047818461178,ok,True
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_3_MFA_BA__hybrid_optuna_084,3,True,1.4766332727996112e+16,3,2.321835262207111,0.7475047576445277,ok,True
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_3_MFA_BA__hybrid_optuna_084,3,True,7067936202161381.0,3,3.1337500530632045,0.7240371652768401,ok,True
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_3_MFA_BA__hybrid_optuna_084,3,True,1.1098760927788274e+19,3,4.1357181748994805,0.6782192890362033,ok,True
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_3_MFA_BA__hybrid_optuna_084,3,True,9.271866123837378e+16,3,5.016803324950883,0.6843695547723562,ok,True
